question_id,scene_id,image_path,question_type,question,choice_a,choice_b,choice_c,choice_d,answer_label,difficulty,visibility,layout_family,ood_axis,trace_target_zone,trace_clog_location,trace_gate_state,trace_bubble_position,trace_satellite_side,trace_fluorescent_count
raw_q_5235cb06da5aee,raw_mf_00039,images/raw_mf_00039.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,A,medium,clear,compact,standard,lower,none,lower,none,upstream,2
raw_q_fb16b21422fe49,raw_mf_00039,images/raw_mf_00039.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,A,medium,clear,compact,standard,lower,none,lower,none,upstream,2
raw_q_e9d54fd01e63fd,raw_mf_00039,images/raw_mf_00039.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,D,medium,clear,compact,standard,lower,none,lower,none,upstream,2
raw_q_4d06001f7bbad4,raw_mf_00040,images/raw_mf_00040.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,C,hard,noisy,compact,partial_occlusion,lower,junction,junction,upper,both,3
raw_q_ca838269a8efdb,raw_mf_00040,images/raw_mf_00040.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,B,hard,noisy,compact,partial_occlusion,lower,junction,junction,upper,both,3
raw_q_0a5ed5ac2cbb12,raw_mf_00040,images/raw_mf_00040.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,C,hard,noisy,compact,partial_occlusion,lower,junction,junction,upper,both,3
raw_q_89e4d70c0df87d,raw_mf_00041,images/raw_mf_00041.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,D,easy,clear,standard,standard,upper,lower,upper,upper,both,4
raw_q_ebc5bd5fdbb0f4,raw_mf_00041,images/raw_mf_00041.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,C,easy,clear,standard,standard,upper,lower,upper,upper,both,4
raw_q_f22acf8d20f713,raw_mf_00041,images/raw_mf_00041.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,D,easy,clear,standard,standard,upper,lower,upper,upper,both,4
raw_q_c9b48b3ffd35b0,raw_mf_00042,images/raw_mf_00042.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,D,easy,clear,standard,partial_occlusion,inlet,lower,junction,none,both,3
raw_q_56d4fa59d80aa2,raw_mf_00042,images/raw_mf_00042.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,B,easy,clear,standard,partial_occlusion,inlet,lower,junction,none,both,3
raw_q_e32a446bc7d8f9,raw_mf_00042,images/raw_mf_00042.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,C,easy,clear,standard,partial_occlusion,inlet,lower,junction,none,both,3
raw_q_8f99ba95e79fed,raw_mf_00043,images/raw_mf_00043.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,C,easy,clear,wide,standard,inlet,none,upper,none,upstream,0
raw_q_f21cfd011174ad,raw_mf_00043,images/raw_mf_00043.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,A,easy,clear,wide,standard,inlet,none,upper,none,upstream,0
raw_q_7935856b04c1dd,raw_mf_00043,images/raw_mf_00043.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,A,easy,clear,wide,standard,inlet,none,upper,none,upstream,0
raw_q_063aef0d3f8478,raw_mf_00044,images/raw_mf_00044.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,C,medium,noisy,compact,standard,inlet,junction,upper,junction,both,3
raw_q_2308c44c3b8877,raw_mf_00044,images/raw_mf_00044.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,B,medium,noisy,compact,standard,inlet,junction,upper,junction,both,3
raw_q_759781f844263c,raw_mf_00044,images/raw_mf_00044.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,D,medium,noisy,compact,standard,inlet,junction,upper,junction,both,3
raw_q_88c224679a7cb9,raw_mf_00045,images/raw_mf_00045.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,A,hard,low_contrast,wide,partial_occlusion,center,none,junction,none,not_visible,1
raw_q_578d78b2459f01,raw_mf_00045,images/raw_mf_00045.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,D,hard,low_contrast,wide,partial_occlusion,center,none,junction,none,not_visible,1
raw_q_ad66cc1f7c9ba5,raw_mf_00045,images/raw_mf_00045.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,B,hard,low_contrast,wide,partial_occlusion,center,none,junction,none,not_visible,1
raw_q_f2c3066c702f22,raw_mf_00046,images/raw_mf_00046.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,D,hard,noisy,wide,dim_fluorescence,inlet,none,lower,junction,not_visible,3
raw_q_7e46388061b851,raw_mf_00046,images/raw_mf_00046.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,D,hard,noisy,wide,dim_fluorescence,inlet,none,lower,junction,not_visible,3
raw_q_e75b5ecc54a115,raw_mf_00046,images/raw_mf_00046.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,A,hard,noisy,wide,dim_fluorescence,inlet,none,lower,junction,not_visible,3
raw_q_d83d8007bb4a29,raw_mf_00047,images/raw_mf_00047.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,B,hard,noisy,compact,partial_occlusion,center,lower,upper,junction,downstream,3
raw_q_e71b71b9740fd9,raw_mf_00047,images/raw_mf_00047.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,D,hard,noisy,compact,partial_occlusion,center,lower,upper,junction,downstream,3
raw_q_362d75a61e433f,raw_mf_00047,images/raw_mf_00047.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,B,hard,noisy,compact,partial_occlusion,center,lower,upper,junction,downstream,3
raw_q_ae457c84f43aaf,raw_mf_00048,images/raw_mf_00048.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,D,medium,crowded,compact,standard,inlet,none,junction,junction,both,2
raw_q_96303bc72fd668,raw_mf_00048,images/raw_mf_00048.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,B,medium,crowded,compact,standard,inlet,none,junction,junction,both,2
raw_q_d18f17ca92fd67,raw_mf_00048,images/raw_mf_00048.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,C,medium,crowded,compact,standard,inlet,none,junction,junction,both,2
raw_q_b5cdd3e1df28dd,raw_mf_00049,images/raw_mf_00049.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,C,hard,low_contrast,wide,standard,lower,lower,junction,none,both,1
raw_q_ce6e12b1b286cc,raw_mf_00049,images/raw_mf_00049.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,C,hard,low_contrast,wide,standard,lower,lower,junction,none,both,1
raw_q_a650bd21f089d0,raw_mf_00049,images/raw_mf_00049.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,B,hard,low_contrast,wide,standard,lower,lower,junction,none,both,1
raw_q_849aa3447050a9,raw_mf_00050,images/raw_mf_00050.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,B,easy,clear,standard,dense_debris,upper,junction,junction,lower,not_visible,1
raw_q_ddde4e28e95dd3,raw_mf_00050,images/raw_mf_00050.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,B,easy,clear,standard,dense_debris,upper,junction,junction,lower,not_visible,1
raw_q_0981bf9dc526cb,raw_mf_00050,images/raw_mf_00050.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,D,easy,clear,standard,dense_debris,upper,junction,junction,lower,not_visible,1
raw_q_94aa730eda9fbf,raw_mf_00051,images/raw_mf_00051.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,B,medium,noisy,standard,partial_occlusion,lower,inlet,inlet,none,upstream,3
raw_q_676afd2e3b83ce,raw_mf_00051,images/raw_mf_00051.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,D,medium,noisy,standard,partial_occlusion,lower,inlet,inlet,none,upstream,3
raw_q_2d8d863d5d2cd6,raw_mf_00051,images/raw_mf_00051.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,A,medium,noisy,standard,partial_occlusion,lower,inlet,inlet,none,upstream,3
raw_q_f32a3ac476ad04,raw_mf_00052,images/raw_mf_00052.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,A,medium,clear,compact,standard,center,none,lower,junction,downstream,3
raw_q_b7de297309c66b,raw_mf_00052,images/raw_mf_00052.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,D,medium,clear,compact,standard,center,none,lower,junction,downstream,3
raw_q_cb0d4d4419742d,raw_mf_00052,images/raw_mf_00052.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,D,medium,clear,compact,standard,center,none,lower,junction,downstream,3
raw_q_e63b95d3f43455,raw_mf_00053,images/raw_mf_00053.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,B,medium,clear,standard,partial_occlusion,upper,lower,lower,junction,both,1
raw_q_a3765b2e568bcd,raw_mf_00053,images/raw_mf_00053.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,D,medium,clear,standard,partial_occlusion,upper,lower,lower,junction,both,1
raw_q_b76f4e679824c3,raw_mf_00053,images/raw_mf_00053.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,B,medium,clear,standard,partial_occlusion,upper,lower,lower,junction,both,1
raw_q_a174e75970128c,raw_mf_00054,images/raw_mf_00054.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,D,hard,low_contrast,compact,dim_fluorescence,inlet,none,inlet,none,both,0
raw_q_eccaa25699a43d,raw_mf_00054,images/raw_mf_00054.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,A,hard,low_contrast,compact,dim_fluorescence,inlet,none,inlet,none,both,0
raw_q_a973f18fa5536b,raw_mf_00054,images/raw_mf_00054.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,C,hard,low_contrast,compact,dim_fluorescence,inlet,none,inlet,none,both,0
raw_q_0a55ce4f82f080,raw_mf_00055,images/raw_mf_00055.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,A,medium,noisy,standard,standard,upper,none,inlet,junction,not_visible,2
raw_q_4fd352723956e1,raw_mf_00055,images/raw_mf_00055.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,A,medium,noisy,standard,standard,upper,none,inlet,junction,not_visible,2
raw_q_34610a7e0a731f,raw_mf_00055,images/raw_mf_00055.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,B,medium,noisy,standard,standard,upper,none,inlet,junction,not_visible,2
raw_q_e85cf62ec1d2f1,raw_mf_00056,images/raw_mf_00056.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,B,medium,crowded,standard,standard,center,junction,junction,junction,downstream,4
raw_q_f4ab2bd25af78d,raw_mf_00056,images/raw_mf_00056.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,B,medium,crowded,standard,standard,center,junction,junction,junction,downstream,4
raw_q_856e5f8efdc522,raw_mf_00056,images/raw_mf_00056.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,D,medium,crowded,standard,standard,center,junction,junction,junction,downstream,4
raw_q_779e487c03a9b7,raw_mf_00057,images/raw_mf_00057.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,A,easy,clear,standard,standard,lower,inlet,upper,none,downstream,2
raw_q_703d6b7d75f251,raw_mf_00057,images/raw_mf_00057.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,B,easy,clear,standard,standard,lower,inlet,upper,none,downstream,2
raw_q_32bd6c6b0e2bd3,raw_mf_00057,images/raw_mf_00057.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,C,easy,clear,standard,standard,lower,inlet,upper,none,downstream,2
raw_q_9b346931887de2,raw_mf_00058,images/raw_mf_00058.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,D,easy,clear,wide,standard,inlet,none,upper,junction,not_visible,4
raw_q_502c2a48bc8875,raw_mf_00058,images/raw_mf_00058.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,D,easy,clear,wide,standard,inlet,none,upper,junction,not_visible,4
raw_q_386d5afb8fb40c,raw_mf_00058,images/raw_mf_00058.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,B,easy,clear,wide,standard,inlet,none,upper,junction,not_visible,4
